Sample1	128.14066000244335
Sample2	144.39018620225337
Sample3	145.94150088452258
Sample4	157.31634484726115
Sample5	137.92901822981617
Sample6	141.59100727118224
Sample7	160.96733543803296
Sample8	141.39659470893764
Sample9	170.1627840542524
Sample10	161.3039016610894
Sample11	146.85461171040615
Sample12	161.4097063405085
Sample13	150.0698994681711
Sample14	162.2067611198164
Sample15	139.22403313348264
Sample16	134.4880392537734
Sample17	153.84090634910496
Sample18	117.66652380978739
Sample19	192.05514081712678
Sample20	173.80758972610275
Sample21	204.85600574410017
Sample22	135.1733359989396
Sample23	185.59556630652241
Sample24	156.39575241628992
Sample25	131.87741620319898
Sample26	137.12840843131272
Sample27	145.1652215253534
Sample28	157.9591464333267
Sample29	102.41524789490913
Sample30	175.06786959913038
Sample31	169.44957186444952
Sample32	159.0979394981232
Sample33	154.7272390237754
Sample34	166.87079585648314
Sample35	192.4332322733282
Sample36	142.16050256639153
Sample37	142.27890268948445
Sample38	161.38771212100716
Sample39	150.9362034005456
Sample40	159.30643918049086
Sample41	189.90015229898208
Sample42	151.4341263300372
Sample43	129.5721219905507
Sample44	129.07186003075648
Sample45	163.94577647521047
Sample46	140.86676535754515
Sample47	173.25796287250284
Sample48	179.4239502316263
Sample49	154.82071871427266
Sample50	129.98815169065222
Sample51	146.61043995366077
Sample52	193.03483411907837
Sample53	153.0787456520743
Sample54	147.32591669607302
Sample55	177.8121166020586
Sample56	134.69658627926714
Sample57	153.16456137310257
Sample58	135.9823669559986
Sample59	163.32626787730604
Sample60	154.51333497568643
Sample61	145.7095722810502
Sample62	149.56127363734427
Sample63	133.23653090869956
Sample64	181.9339425773734
Sample65	173.64017172326805
Sample66	147.06360694560496
Sample67	147.18052767746667
Sample68	117.417337648742
Sample69	172.10285865177076
Sample70	171.97789669146317
Sample71	149.51055187708698
Sample72	143.2459116400166
Sample73	125.41369424700689
Sample74	154.05327108507817
Sample75	170.60943410164575
Sample76	169.34560814847612
Sample77	126.92302973756583
Sample78	114.64086567360977
Sample79	180.185914071195
Sample80	141.34572484630985
Sample81	167.95654857398253
Sample82	174.9095335220341
Sample83	159.84878433025855
Sample84	149.48950278980953
Sample85	164.0723027639699
Sample86	144.30251384104577
Sample87	143.49989731641625
Sample88	174.25647768487755
Sample89	156.80941094612237
Sample90	164.5275200376334
Sample91	125.5961805016946
Sample92	170.5906670445167
Sample93	172.72594250932605
Sample94	145.70950877034724
Sample95	175.192665451739
Sample96	160.00237149601523
Sample97	119.96094894558516
Sample98	146.40240952619013
Sample99	162.20714156803038
Sample100	179.94938867637896
Sample101	132.4770091754289
Sample102	188.8526564152874
Sample103	135.95738353176478
Sample104	177.9986144761025
Sample105	163.4351522129053
Sample106	137.67155557664083
Sample107	141.57024901748562
Sample108	156.34168239395018
Sample109	129.84503037517632
Sample110	168.32634068966695
Sample111	114.91545065288432
Sample112	190.38315423786628
Sample113	133.09816203659062
Sample114	198.72398732580373
Sample115	142.59221531140992
Sample116	140.69142688823283
Sample117	176.88517930530702
Sample118	156.64620589858444
Sample119	153.51763808505544
Sample120	134.7766367038594
Sample121	149.95549541769515
Sample122	182.43102323813054
Sample123	149.99324141502518
Sample124	181.06605614166548
Sample125	165.84378976231233
Sample126	153.83343614445087
Sample127	125.93736573316062
Sample128	146.21138047133437
Sample129	152.4066674417597
Sample130	139.1063984951587
Sample131	152.3593785428439
Sample132	157.0701026436207
Sample133	153.0341705758776
Sample134	151.36933673136173
Sample135	128.04245625520193
Sample136	193.97616012603442
Sample137	154.06401681758652
Sample138	158.61847379926047
Sample139	171.45771456877824
Sample140	160.33820829888313
Sample141	152.96219038634626
Sample142	160.23509621563852
Sample143	130.66594398492623
Sample144	183.4882631686381
Sample145	151.7823602969939
Sample146	136.09127263022003
Sample147	152.46472590010976
Sample148	157.81665205849202
Sample149	163.213339761979
Sample150	174.5218979386261
Sample151	143.6698128299937
Sample152	136.0458978457442
Sample153	150.55220240142629
Sample154	129.99470729823568
Sample155	153.43027456632788
Sample156	180.04629903601176
Sample157	171.04130997765327
Sample158	138.1175621992627
Sample159	162.12271292982942
Sample160	143.3187205550512
Sample161	161.99634933945754
Sample162	141.0643092009423
Sample163	155.110554674889
Sample164	157.26162548150796
Sample165	145.95187614865557
Sample166	135.6279019078247
Sample167	177.64972549823432
Sample168	144.5042590231737
Sample169	137.61535177578344
Sample170	136.10162524372475
Sample171	137.12889798735773
Sample172	148.11649496957162
Sample173	148.08607632244792
Sample174	147.8044707903435
Sample175	180.48114719302978
Sample176	158.82403444607758
Sample177	130.15818195819654
Sample178	169.26263966304913
Sample179	150.14252048946943
Sample180	124.77047976078379
Sample181	175.63957576207292
Sample182	178.1865144733942
Sample183	149.48427074902202
Sample184	146.79688291992824
Sample185	175.44239627916124
Sample186	190.66264434775235
Sample187	138.09476069549834
Sample188	112.98162021639297
Sample189	194.29179292082597
Sample190	163.54881024123523
Sample191	187.4207596602038
Sample192	135.49616797005783
Sample193	152.06410415298677
Sample194	146.45998439308028
Sample195	125.56225177475764
Sample196	114.74781811296647
Sample197	119.15733678801838
Sample198	135.94065740264543
Sample199	154.4533829033444
Sample200	163.13667973717844
Sample201	135.655358302255
Sample202	145.3958372896521
Sample203	181.89416571557848
Sample204	143.50038190459637
Sample205	181.99875409255208
Sample206	137.18334182180598
Sample207	129.31496472695164
Sample208	144.85843992480795
Sample209	139.35178772767972
Sample210	125.7381347530482
Sample211	157.0597417419399
Sample212	181.11212388327746
Sample213	138.56684920589717
Sample214	145.58494270390779
Sample215	111.57181373317749
Sample216	138.00749466785334
Sample217	173.59366893122785
Sample218	145.19943404410407
Sample219	177.19996167316404
Sample220	171.90889828913518
Sample221	147.84826272594108
Sample222	134.68303069907554
Sample223	142.48411784152682
Sample224	160.0333328512456
Sample225	162.83861465002283
Sample226	152.88058418187302
Sample227	197.7033572174365
Sample228	109.82380087230835
Sample229	144.24153905358304
Sample230	191.1663276185903
Sample231	142.01670154135476
Sample232	94.86407303989512
Sample233	129.2427322781566
Sample234	158.38214777681924
Sample235	120.51779715661961
Sample236	175.6139045656025
Sample237	132.23377218992906
Sample238	137.25264975471558
Sample239	109.39889793199453
Sample240	139.677949416123
Sample241	131.50094540137732
Sample242	148.8009255657451
Sample243	146.58543900388096
Sample244	136.73850257911883
Sample245	152.84798412675954
Sample246	148.62393493255263
Sample247	163.4671753439157
Sample248	166.60922645233674
Sample249	165.8802058461411
Sample250	108.90593664250815
Sample251	135.24792449366265
Sample252	143.40251224626445
Sample253	166.64120290642953
Sample254	150.6994131858105
Sample255	144.88391467915739
Sample256	127.30624995387679
Sample257	164.59064888589268
Sample258	210.22862174269247
Sample259	190.00386477409114
Sample260	164.99760716835723
Sample261	147.77498683172323
Sample262	136.14163801411092
Sample263	144.04216041931687
Sample264	134.10036854384407
Sample265	150.45619244401817
Sample266	149.1314098598963
Sample267	167.57443997217825
Sample268	151.17875862682627
Sample269	162.5545056236262
Sample270	156.3246014824676
Sample271	148.72879454045503
Sample272	179.27453210509705
Sample273	147.53936783128984
Sample274	155.13379669432405
Sample275	148.58047030070497
Sample276	146.22842204162504
Sample277	124.54285705808758
Sample278	161.87881273740234
Sample279	161.44408009034527
Sample280	174.02128844476337
Sample281	129.16919589861482
Sample282	182.4978271665457
Sample283	158.59196068044992
Sample284	126.56034419510026
Sample285	131.39240601773508
Sample286	164.3142597869648
Sample287	146.89951411642141
Sample288	149.06214675967382
Sample289	141.87252460572665
Sample290	147.19176936232424
Sample291	164.30627400298934
Sample292	169.043144576454
Sample293	161.35065000266752
Sample294	124.81164470733941
Sample295	156.70683301332681
Sample296	182.25248847838552
Sample297	134.43693506721502
Sample298	150.45271955985032
Sample299	156.53457431517853
Sample300	151.8284598710908
Sample301	146.81320297353545
Sample302	172.3072355239373
Sample303	139.7098412733983
Sample304	182.72580535193424
Sample305	187.5740183813673
Sample306	132.49435086065284
Sample307	158.80408011984815
Sample308	143.20213806772597
Sample309	172.27392571761322
Sample310	134.37783963298648
Sample311	158.86551449822974
Sample312	142.87864759077897
Sample313	179.46096263253943
Sample314	153.61672252516448
Sample315	150.15981128736863
Sample316	164.90603382922666
Sample317	141.84596747122092
